sample	reference	assembly_coverageDepth	reads_total	reads_mapped	fraction_reads_mapped	coverage_rawDepth	base_count	count_circular_contigs	busco_single	busco_duplicates	genes_full	genes_partial	fraction_genes_recovered	run_name	version	timestamp	# contigs (>= 0 bp)	# contigs (>= 1000 bp)	# contigs (>= 5000 bp)	# contigs (>= 10000 bp)	# contigs (>= 25000 bp)	# contigs (>= 50000 bp)	Total length (>= 0 bp)	Total length (>= 1000 bp)	Total length (>= 5000 bp)	Total length (>= 10000 bp)	Total length (>= 25000 bp)	Total length (>= 50000 bp)	# contigs	Largest contig	Total length	Reference length	GC (%)	Reference GC (%)	N50	NG50	N75	NG75	L50	LG50	L75	LG75	# misassemblies	# misassembled contigs	Misassembled contigs length	# local misassemblies	# scaffold gap ext. mis.	# scaffold gap loc. mis.	# unaligned mis. contigs	# unaligned contigs	Unaligned length	Genome fraction (%)	Duplication ratio	# N's per 100 kbp	# mismatches per 100 kbp	# indels per 100 kbp	# genomic features	Complete BUSCO (%)	Partial BUSCO (%)	Largest alignment	Total aligned length	NA50	NGA50	NA75	NGA75	LA50	LGA50	LA75	LGA75
Ec_Lm_10_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.810203455760343	476135	471778	0.9908492339357535	18.955511432586118	109998340	NA	95.9	2.7	5427	268	0.9515455304928989	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:35.114741	1015	325	96	75	54	31	5802974	5508418	5060441	4913648	4602671	3798507	548	244238	5672173	5647195	49.84	50.67	101083	101083	34409	34738	18	18	43	42	4	4	29394	0	0	0	4	229 + 13 part	317408	94.503	1.003	0	15.46	1.11	5427 + 268 part	98.65	0	244238	5354490	101083	101083	34409	34738	18	18	43	42
Ec_Lm_10_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	13.791455442928923	466901	462214	0.9899614693478918	18.992614441035705	107862685	NA	95.9	3.4	5250	215	0.9422413793103448	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:30.828381	811	250	76	56	46	32	5679191	5430359	5094380	4954575	4787993	4304208	454	313944	5580437	5516497	49.75	50.53	109447	116372	58333	58333	15	14	30	30	4	4	118934	0	0	0	2	209 + 6 part	325903	95.025	1.002	0	11.98	0.69	5250 + 215 part	99.32	0	313944	5254532	109447	116372	58333	58333	15	14	30	30
Ec_Lm_10_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.82377764384767	477435	473208	0.9911464387822426	18.930236844846792	110298104	NA	95.3	2.7	5445	267	0.9543859649122807	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:40.357590	988	338	98	74	52	31	5826557	5553331	5088863	4916797	4561543	3817157	554	290046	5708543	5647195	49.81	50.67	113412	113412	33137	33184	19	19	43	42	5	5	431225	1	0	0	4	224 + 10 part	340131	94.769	1.003	0	16.37	3.38	5445 + 267 part	97.97	0	244192	5367478	104254	104254	33137	33184	19	19	45	44
Ec_Lm_20_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	12.726740744054771	448283	447865	0.9990675533089588	12.949825143148534	103561215	NA	41.9	58.1	5170	231	0.961374154503382	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:57.373838	1203	684	299	149	57	31	7997113	7789777	6760023	5718948	4408185	3489020	830	291426	7895346	5317846	46.12	50.63	37078	81235	8803	36718	43	20	171	44	1	1	91067	0	0	0	2	551 + 9 part	2786607	95.913	1.002	0	9.39	0.73	5170 + 231 part	100	0	291426	5107751	37078	81235	NA	36718	43	20	NA	44
Ec_Lm_20_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.60586656401259	453397	452965	0.9990471926369164	12.861280145445454	104739809	NA	35.8	63.5	5149	168	0.981177338992434	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:33.990538	1008	678	310	138	59	36	8143809	7991185	7006379	5770821	4645645	3791006	807	286187	8086105	5277316	46.22	50.72	43484	86926	8595	44765	42	19	170	40	4	3	18456	3	0	0	3	578 + 15 part	2898670	98.015	1.003	0	10.29	1.89	5149 + 168 part	99.32	0	286187	5185654	43484	86926	NA	44765	42	19	NA	40
Ec_Lm_20_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.757376719785478	456865	456601	0.9994221487748022	12.97589202044749	105540897	NA	38.5	61.5	5163	154	0.981177338992434	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:47:58.840139	1009	694	299	137	57	37	8133614	7995919	6923225	5763123	4649060	3902053	796	259334	8071308	5277316	46.36	50.72	45641	88048	8354	48200	40	19	170	39	1	1	666	0	0	0	4	582 + 15 part	2881759	97.996	1.003	0	12.2	3.25	5163 + 154 part	100	0	259334	5188470	45641	88048	NA	48200	40	19	NA	39
Ec_Lm_20_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	12.766065153497898	453155	452857	0.9993423883660116	12.902232274470249	104683655	NA	39.2	60.8	5140	154	0.9796447076239823	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:44.829951	908	634	305	147	61	37	8113608	7992896	7098455	5973518	4682230	3862423	731	301016	8064127	5256950	46.32	50.75	44765	87471	9694	47974	41	19	155	39	6	5	251282	1	0	0	3	509 + 16 part	2903193	97.825	1.004	0	15.13	1.56	5140 + 154 part	100	0	301016	5160023	42764	87471	NA	44765	42	19	NA	40
Ec_Lm_20_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	13.182439526177307	491013	490762	0.9994888119051838	13.303421709252639	113437053	NA	37.2	62.8	5596	308	0.9504185447520928	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:27.332298	1356	721	333	182	69	34	8526908	8303932	7303872	6233304	4605508	3419350	846	198967	8391206	5802748	46.25	50.68	31756	59600	9484	26625	54	25	189	60	6	4	15308	1	0	0	5	468 + 14 part	2886467	94.541	1.003	0	12.8	1.18	5596 + 308 part	100	0	198967	5502706	29534	59600	NA	25813	55	25	NA	60
Ec_Lm_20_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.048217898739626	476291	476002	0.9993932280895503	13.216410897374148	110034577	NA	37.8	62.2	5392	292	0.9497076023391813	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:10.767206	1319	700	282	162	64	33	8325602	8095183	7002112	6158669	4755866	3668895	834	230830	8193528	5647195	46.15	50.67	38811	82706	10102	35665	43	20	161	47	3	3	20490	0	0	0	6	496 + 12 part	2836767	94.52	1.004	0	17.31	1.59	5392 + 292 part	100	0	230830	5355794	37623	82706	NA	33312	44	20	NA	48
Ec_Lm_20_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	12.953009870993768	466787	466522	0.999432289245416	13.112849817544653	107839159	NA	39.9	60.1	5217	258	0.9439655172413793	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:26.620224	1141	665	298	126	59	35	8223930	8035463	7063838	5836435	4843139	4036157	793	288432	8127526	5516497	46.04	50.53	47574	96635	8747	45986	36	19	154	38	3	3	38639	1	0	0	3	526 + 9 part	2873583	95.053	1.002	0	10.18	0.97	5217 + 258 part	100	0	288432	5253268	47574	96635	NA	45986	36	19	NA	38
Ec_Lm_20_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.110318577898367	477377	477160	0.9995454326454772	13.23993394121724	110282705	NA	41.9	58.1	5422	290	0.9543859649122807	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:25.293817	1251	666	320	162	64	33	8329551	8110151	7255000	6122971	4697382	3598360	805	296134	8208343	5647195	46.24	50.67	37987	82707	9813	34418	45	22	166	49	5	5	324946	0	0	0	4	453 + 12 part	2839277	94.724	1.004	0	20.13	4.06	5422 + 290 part	100	0	234477	5367200	35626	82707	NA	33044	46	22	NA	50
Ec_Lm_30_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	12.68679339641448	448399	448369	0.999933095301283	12.760428338433186	103587626	NA	27	73	5148	247	0.9603061587753648	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:56.232260	775	326	217	177	114	47	8117880	7959795	7701638	7421230	6342262	3966949	410	241315	8018807	5317846	45.99	50.63	49720	67411	28594	49720	48	25	102	48	1	1	38572	2	0	0	3	113 + 9 part	2913451	95.841	1.002	0	11.24	0.8	5148 + 247 part	100	0	241315	5104944	29526	52587	NA	31122	61	26	NA	60
Ec_Lm_30_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.558742806444702	453323	453321	0.9999955881347296	12.63467097367787	104722483	NA	26.4	73.6	5087	223	0.9798855877468168	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:42.930263	592	348	235	182	111	49	8288501	8190356	7898102	7511799	6322789	4027837	413	219664	8235575	5277316	46.08	50.72	49897	71194	27610	50992	51	26	106	48	6	6	275175	6	0	0	3	134 + 17 part	3049580	97.926	1.004	0	13.97	2.11	5087 + 223 part	100	0	171887	5185320	28346	55852	NA	31763	66	30	NA	60
Ec_Lm_30_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.703149525405019	457049	457023	0.9999431133204536	12.783882996769364	105582780	NA	27	73	5090	221	0.9800701236390478	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:52.252091	677	334	238	188	118	48	8259054	8127083	7898188	7524478	6395201	3922360	414	287290	8183589	5277316	46.23	50.72	46321	68967	27261	49458	52	26	109	49	2	2	77655	0	0	0	2	134 + 16 part	2998736	97.936	1.003	0	11.43	3.21	5090 + 221 part	100	0	287290	5184240	28375	54101	NA	30573	69	32	NA	64
Ec_Lm_30_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	12.724761866424473	453200	453157	0.999905119152692	12.802167272083404	104694050	NA	28.4	71.6	5115	183	0.9803849000740192	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:48.740081	526	305	219	171	102	55	8177838	8092592	7886772	7549740	6377573	4772240	361	202203	8131279	5256950	46.26	50.75	57881	87410	26268	59242	42	22	92	40	2	2	26592	1	0	0	4	104 + 16 part	2969383	97.864	1.003	0	14.75	1.44	5115 + 183 part	100	0	202203	5160989	25262	73600	NA	25880	59	24	NA	54
Ec_Lm_30_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	13.156919062004082	491375	491316	0.999879928771305	13.235020567811986	113516692	NA	26.4	73.6	5562	342	0.9504185447520928	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:18.861521	1007	404	236	190	115	50	8576994	8367523	7990775	7662628	6460939	4199022	511	185517	8441598	5802748	46.19	50.68	49975	71617	25778	48490	51	28	110	54	4	4	77394	4	0	0	5	101 + 14 part	2945227	94.375	1.004	0	18.64	1.61	5562 + 342 part	100	0	185517	5494956	23990	53655	NA	21770	71	33	NA	76
Ec_Lm_30_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.021499157785232	476289	476289	1	13.092850690104552	110031584	NA	25.7	74.3	5364	318	0.9493734335839599	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:40.433097	943	370	204	166	112	53	8403944	8200986	7840784	7568417	6689587	4596547	483	168651	8279704	5647195	46.08	50.67	56180	77895	31040	54869	45	26	95	47	4	4	22591	1	0	0	5	98 + 14 part	2918729	94.503	1.005	0	21.75	1.65	5364 + 318 part	100	0	168651	5359231	29456	56180	NA	27278	61	29	NA	64
Ec_Lm_30_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	12.921030775591609	467016	467012	0.9999914349829556	12.993764386172318	107888681	NA	27.7	72.3	5216	266	0.9451724137931035	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:44.832155	767	316	204	169	106	50	8303112	8141243	7874933	7622435	6589816	4639747	407	218259	8204719	5516497	45.96	50.53	57243	84951	29453	57243	41	22	90	41	5	4	129808	2	0	0	3	114 + 10 part	2952302	95.021	1.002	0	10.61	0.86	5216 + 266 part	100	0	218259	5251247	33659	61179	NA	32713	53	24	NA	54
Ec_Lm_30_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.081009494792637	477449	477443	0.999987433212762	13.151227656747354	110297663	NA	25.7	74.3	5382	324	0.9533834586466166	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:51.034774	932	360	207	169	105	53	8386872	8186925	7850610	7559281	6547163	4683725	467	172960	8261419	5647195	46.18	50.67	56901	89516	31040	55619	43	24	93	45	8	7	154574	1	0	0	4	75 + 13 part	2899114	94.569	1.004	0	22.88	4.14	5382 + 324 part	100	0	172960	5361208	25483	51063	NA	22990	66	31	NA	71
Ec_Lm_40_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	12.708768719692493	448306	448256	0.999888469036774	12.784950612972432	103565886	NA	29.7	70.3	5049	335	0.9583481666073336	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:56.517006	746	335	219	176	93	38	8100609	7945362	7664127	7363751	6047900	4083007	426	393713	8010139	5317846	45.98	50.63	51797	93894	26071	51797	37	16	92	37	5	5	101262	1	0	0	2	32 + 9 part	2914199	95.629	1.002	0	14.53	0.75	5049 + 335 part	100	0	124310	5095439	15829	33715	NA	15989	107	52	NA	106
Ec_Lm_40_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.572264353137749	453422	453378	0.9999029601563224	12.647523650448026	104743844	NA	27	73	5029	282	0.9800701236390478	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:57.362312	563	333	209	162	100	44	8281767	8189988	7885046	7552247	6529695	4442863	394	411825	8232841	5277316	46.07	50.72	57307	78977	30224	57526	38	17	88	36	4	4	11699	1	0	0	4	43 + 18 part	3051071	97.893	1.003	0	11.9	1.76	5029 + 282 part	100	0	91466	5181484	18357	40978	NA	19961	97	44	NA	89
Ec_Lm_40_Ec3	NZ_HF572917.1 Escherichia coli strain HUSEC2011 chromosome, complete genome	12.72723669080382	457110	457075	0.9999234319966748	12.80736403175766	105595948	NA	26.4	73.6	5012	281	0.9785542614161582	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:48:15.981876	619	337	223	152	77	43	8244940	8131474	7857567	7345025	6086006	4949378	407	416282	8181589	5277676	46.23	50.72	76461	106202	24307	78801	30	14	80	28	7	7	72002	3	0	0	2	46 + 16 part	2996773	97.857	1.004	0	15.2	3.29	5012 + 281 part	100	0	171845	5183642	15575	34869	NA	16934	100	38	NA	92
Ec_Lm_40_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	12.735860793669582	453317	453301	0.9999647046106809	12.807333624000728	104720252	NA	27	73	5036	247	0.9776091783863805	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:08.742398	544	314	212	164	95	38	8176585	8083334	7826910	7497253	6330617	4341304	380	547332	8130751	5256950	46.25	50.75	55341	92022	26415	57774	33	13	86	31	8	6	23100	2	0	0	3	29 + 18 part	2969575	97.709	1.005	0	22.53	1.69	5036 + 247 part	100	0	110398	5160747	18689	36450	NA	19813	100	45	NA	94
Ec_Lm_40_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	13.193835901005123	491189	491155	0.9999307802088402	13.268659857898477	113472438	NA	25	75	5468	425	0.9486477784932389	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:45:51.360742	976	416	224	174	87	35	8551914	8353526	7914558	7541184	6120075	4219731	528	355611	8430192	5802748	46.2	50.68	51331	80090	22477	48608	35	14	96	38	7	5	55464	2	0	0	5	19 + 15 part	2936420	94.316	1.004	0	20.72	1.28	5468 + 425 part	100	0	161382	5492272	14163	30566	NA	12913	121	58	NA	131
Ec_Lm_40_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.053284540947278	476196	476184	0.9999748002923166	13.124935126726882	110009610	NA	23	76.4	5265	417	0.9493734335839599	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:50:45.116146	887	390	203	156	95	31	8381726	8199150	7767853	7432583	6462089	4169310	499	721887	8275537	5647195	46.07	50.67	50133	98937	26805	49333	31	11	86	33	12	10	97152	3	0	0	4	14 + 14 part	2918036	94.346	1.006	0	28.25	2.31	5265 + 417 part	99.32	0	113107	5355023	17352	32890	NA	15535	109	56	NA	115
Ec_Lm_40_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	12.927315010943476	466763	466734	0.9999378699682708	13.004965364624855	107827211	NA	24.3	75.7	5098	359	0.9408620689655173	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:16.271434	754	344	212	168	83	36	8291234	8138851	7829538	7519698	6095101	4459239	435	540681	8203214	5516497	45.95	50.53	59958	99892	24004	59497	30	13	86	31	3	3	25451	2	0	0	2	27 + 11 part	2953373	94.944	1.002	0	17.32	1.34	5098 + 359 part	100	0	135084	5249488	15920	31105	NA	15786	109	49	NA	111
Ec_Lm_40_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.092902895870692	477287	477280	0.9999853337719234	13.15988370288857	110260612	NA	26.4	73.6	5305	377	0.9493734335839599	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:44.581686	935	372	202	149	84	41	8378540	8181479	7795894	7412880	6366583	4818287	474	509461	8254025	5647195	46.17	50.67	60787	103707	28621	59968	29	12	78	30	10	8	83319	1	0	0	4	17 + 14 part	2898121	94.419	1.004	0	26.43	3.73	5305 + 377 part	100	0	143034	5354497	15985	35690	NA	14056	100	48	NA	108
Ec_Lm_50_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	12.745600841728903	448461	448372	0.9998015435009956	12.818202986687137	103600985	NA	25.7	74.3	4851	521	0.9562121751512994	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:08.839513	899	513	301	189	58	17	8082333	7927277	7358964	6551525	4476894	3188132	617	600040	8002679	5317846	45.97	50.63	29684	97851	13950	29684	41	9	142	41	7	7	115476	3	0	0	3	17 + 10 part	2914003	95.384	1.003	0	25.83	1.22	4851 + 521 part	100	0	62629	5087303	7794	15952	NA	7815	214	99	NA	213
Ec_Lm_50_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.65024668255026	452962	452696	0.9994127542707777	12.728670852630646	104635886	NA	27	73	4821	449	0.9725041520575752	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:06.613113	628	497	306	190	52	12	8220488	8163485	7673420	6834897	4561268	3231687	542	949065	8197280	5277316	46.05	50.72	30203	227206	14843	32828	36	5	135	31	14	14	147607	4	0	0	3	25 + 17 part	3048293	97.117	1.005	0	32.04	2.5	4821 + 449 part	100	0	80260	5147710	8580	18035	NA	9361	206	93	NA	191
Ec_Lm_50_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	12.768439863349533	457038	456917	0.9997352517733755	12.851969003307337	105579825	NA	28.4	71.6	4844	438	0.9747185827643476	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:54:23.542657	736	492	295	186	57	9	8215070	8111573	7575032	6778669	4713250	3062808	568	1469384	8165443	5277316	46.22	50.72	31899	231550	14926	33878	35	4	131	31	4	4	76564	4	0	0	3	33 + 20 part	3001130	97.334	1.005	0	33.5	4.26	4844 + 438 part	100	0	82584	5164100	8770	18364	NA	9605	201	89	NA	187
Ec_Lm_50_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	12.803374735395026	452604	452245	0.9992068121359953	12.889867660012785	104553648	NA	27	73	4827	423	0.9715025906735751	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:50:48.927331	608	457	294	189	64	12	8111305	8040039	7607030	6850999	4926580	3124367	516	1285302	8084577	5256950	46.22	50.75	34843	145255	14796	35977	35	5	124	32	9	9	118430	3	0	0	4	21 + 19 part	2968941	96.798	1.005	0	38.54	2.36	4827 + 423 part	100	0	75880	5114987	9225	19743	NA	9895	189	82	NA	178
Ec_Lm_50_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	6.9168487966491705	249569	249532	0.9998517444073582	6.777642368124784	57655350	NA	25.7	74.3	5234	618	0.9420476497102382	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:11.901163	1135	596	308	181	50	10	8506697	8300213	7555576	6636199	4553386	3184100	729	1460358	8396633	5802748	46.18	50.68	29752	80654	12426	28109	37	6	151	43	5	5	38668	4	0	0	5	5 + 18 part	2933826	93.647	1.005	0	31.82	1.8	5234 + 618 part	100	0	80649	5460186	7427	14945	NA	6769	227	107	NA	249
Ec_Lm_50_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.102761016112677	476073	475943	0.9997269326342809	13.177004800496116	109980935	NA	26.4	73.6	5075	564	0.9421888053467001	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:52:52.797926	1034	559	302	191	50	15	8346429	8165348	7506888	6697419	4566859	3389675	677	1231974	8248879	5647195	46.06	50.67	30743	97632	12979	29035	34	7	146	38	9	8	35158	4	0	0	6	9 + 15 part	2916909	93.926	1.005	0	34.43	2.26	5075 + 564 part	100	0	97632	5329117	8041	15542	NA	7614	216	103	NA	230
Ec_Lm_50_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	13.029728955843686	466420	466140	0.9993996826894216	13.111544857593378	107748132	NA	27	73	4896	525	0.9346551724137931	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:47:02.393486	795	515	308	186	52	11	8217806	8107736	7522221	6624136	4402412	3060027	588	1252175	8160002	5516497	45.93	50.53	28916	98995	13678	26943	40	7	144	42	8	8	99280	3	0	0	2	22 + 10 part	2952819	94.153	1.003	0	22.87	1.46	4896 + 525 part	100	0	62032	5206791	8203	16512	NA	7813	215	102	NA	223
Ec_Lm_50_Ec8	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	4.96679771740894	166425	166374	0.9996935556557007	4.6125157720673675	38445997	NA	30.4	69.6	5116	549	0.9465329991645781	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:02.863525	1043	557	288	195	54	13	8335147	8148795	7495494	6803227	4684315	3305018	682	1465052	8238193	5647195	46.17	50.67	32799	99592	13036	32547	35	5	142	38	11	11	184198	4	0	0	4	8 + 14 part	2897695	94.029	1.006	0	40.09	4.82	5116 + 549 part	100	0	80842	5338884	8852	15883	NA	8171	209	101	NA	223
Ec_Se_10_Ec1	NZ_CP027347.1 Escherichia coli strain 2013C-4361 chromosome, complete genome	13.640171742286899	444660	432255	0.9721022803940089	19.419198430525064	102726045	NA	97.3	0.7	5202	192	0.9601281594873621	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:05.155938	604	163	86	72	53	27	5289922	5106440	4923456	4830866	4532786	3599780	301	360003	5202779	5317846	50.45	50.63	92541	92541	40025	38951	15	15	35	37	2	2	49954	1	0	0	1	44 + 9 part	90896	95.695	1.005	0	29.89	1.38	5202 + 192 part	97.97	0.68	360003	5108334	92541	92541	39024	38076	15	15	35	37
Ec_Se_10_Ec2	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	13.636184009192533	449860	436463	0.9702196238829858	19.23495696331109	103923241	NA	98.6	0	5159	149	0.9795165159623547	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:11.594163	432	159	89	68	51	36	5402832	5273910	5102472	4954114	4691573	4138037	274	259334	5356366	5277316	50.58	50.72	100772	102366	54123	56240	17	16	34	33	5	5	508089	2	0	0	3	59 + 16 part	160421	98.007	1.005	0	30.63	2.59	5159 + 149 part	98.65	0	259334	5194210	98130	98130	54123	56240	17	17	35	34
Ec_Se_10_Ec3	NZ_CP027394.1 Escherichia coli O104:H4 strain FDAARGOS_349 chromosome, complete genome	13.580225177894402	453539	441228	0.9728556970844845	19.239295243166815	104774316	NA	98.6	0	5162	142	0.9787783723934306	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:53:12.122162	520	158	92	68	52	33	5445850	5283368	5128185	4963574	4717278	4002909	288	287290	5375543	5277316	50.6	50.72	109728	109728	49251	51342	16	16	34	33	4	4	52993	0	0	0	1	71 + 15 part	178784	97.95	1.005	0	26.68	3.52	5162 + 142 part	98.65	0	287290	5192751	109728	109728	49251	51342	16	16	34	33
Ec_Se_10_Ec4	NZ_CP022086.2 Escherichia coli O104:H4 strain FDAARGOS_348 chromosome, complete genome	13.654713437456053	449736	436379	0.9703003539854492	19.20854702118868	103894901	NA	98.6	0	5151	143	0.9796447076239823	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:38.562185	415	163	98	74	56	35	5408785	5296108	5158216	4992979	4706657	3974386	261	244545	5364046	5256950	50.53	50.75	94466	94466	48067	51780	17	17	37	35	3	3	257980	1	0	0	5	43 + 15 part	191702	97.793	1.006	0	41.14	1.77	5151 + 143 part	98.65	0	244545	5168261	94466	94466	47468	48530	17	17	37	35
Ec_Se_10_Ec5	NZ_CP027390.1 Escherichia coli strain 2015C-4944 chromosome, complete genome	13.75737741719502	487358	474534	0.9736866943807222	19.56194055108151	112591957	NA	98.6	0	5617	271	0.9478428847392144	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:55:24.192552	874	264	112	88	65	36	5755664	5520743	5205766	5038683	4722568	3731245	425	267724	5631983	5802748	50.42	50.68	85460	69973	34840	32464	21	23	48	52	6	4	81205	3	0	0	4	64 + 14 part	120362	94.378	1.006	0	36.85	2.15	5617 + 271 part	98.65	0	267724	5503848	85460	69973	33146	32047	21	23	49	53
Ec_Se_10_Ec6	NZ_CP027352.1 Escherichia coli strain 2012C-4606 chromosome, complete genome	13.661584519831587	472824	460460	0.9738507351572678	19.522909087659567	109235069	NA	98.6	0	5425	267	0.9510442773600668	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:51:12.965561	879	234	93	72	52	31	5595225	5359111	5066746	4919122	4622871	3885123	380	246955	5458791	5647195	50.41	50.67	115454	114881	41232	35626	17	18	36	40	2	2	18039	1	0	0	5	42 + 10 part	88307	94.57	1.006	0	33.46	1.44	5425 + 267 part	98.65	0	246955	5365774	115454	114881	41232	35626	17	18	36	40
Ec_Se_10_Ec7	NZ_CP018252.1 Escherichia coli strain 9000 chromosome, complete genome	13.704481976853758	463585	451036	0.9729305305391676	19.534677591017562	107097522	NA	98	0.7	5262	204	0.9424137931034483	not specified	v1.3.0-4-g0b5a6f8	2021-03-12 16:49:36.693556	623	172	75	55	46	34	5482431	5300492	5087479	4944524	4795569	4390827	303	313944	5391344	5516497	50.3	50.53	116372	116372	70500	66057	15	15	29	30	2	2	16682	1	0	0	2	54 + 8 part	127697	95.007	1.004	0	27.59	1.22	5262 + 204 part	98.65	0	313944	5259976	116372	116372	70500	66057	15	15	29	30
