strain	depth_x	Number.of.scaffolds	Total.scaffold.length	Average.scaffold.length	Scaffold.N50	Scaffold.auN	Scaffold.L50	Largest.scaffold	Smallest.scaffold	Number.of.contigs	Total.contig.length	Average.contig.length	Contig.N50	Contig.auN	Contig.L50	Largest.contig	Smallest.contig	Number.of.gaps.in.scaffolds	Total.gap.length.in.scaffolds	Average.gap.length.in.scaffolds	Gap.N50.in.scaffolds	Gap.auN.in.scaffolds	Gap.L50.in.scaffolds	Largest.gap.in.scaffolds	Smallest.gap.in.scaffolds	Base.composition..A.C.G.T.	GC.content..	Number.of.soft.masked.bases	Number.of.segments	Total.segment.length	Average.segment.length	Number.of.gaps	Number.of.paths	Number.of.edges	Average.degree	Number.of.connected.components	Largest.connected.component.length	Number.of.dead.ends	Number.of.disconnected.components	Total.length.disconnected.components	Number.of.separated.components	Number.of.bubbles	Number.of.circular.segments	Number.of.circular.paths	depth	depth_category
24-SA02222-0	70x	8	4979964	622495.5	4820126	4667441.83	1	4820126	1378	8	4979964	622495.5	4820126	4667441.83	1	4820126	1378	0	0	0	0	0	0	0	0	1194885:1296534:1296184:1192361	52.06	0	8	4979964	622495.5	0	8	6	0.75	4	4820126	8	4	18724	8	0	4	4	70	>30
24-SA02222-0	80x	6	4968128	828021.33	4820125	4678498.13	1	4820125	903	6	4968128	828021.33	4820125	4678498.13	1	4820125	903	0	0	0	0	0	0	0	0	1191726:1294655:1292543:1189204	52.08	0	6	4968128	828021.33	0	6	6	1	4	4820125	4	2	2823	6	0	4	4	80	>30
24-SA02222-0	90x	4	4961338	1240334.5	4820125	4684938.37	1	4820125	5618	4	4961338	1240334.5	4820125	4684938.37	1	4820125	5618	0	0	0	0	0	0	0	0	1187362:1292367:1291661:1189948	52.08	0	4	4961338	1240334.5	0	4	5	1.25	4	4820125	0	0	0	4	0	4	4	90	>30
24-SA02223-0	100x	1	4778480	4778480	4778480	4778480	1	4778480	4778480	1	4778480	4778480	4778480	4778480	1	4778480	4778480	0	0	0	0	0	0	0	0	1141973:1248299:1246919:1141289	52.22	0	1	4778480	4778480	0	1	2	2	1	4778480	0	0	0	1	0	1	1	100	>30
24-SA02223-0	10x	1	4778625	4778625	4778625	4778625	1	4778625	4778625	1	4778625	4778625	4778625	4778625	1	4778625	4778625	0	0	0	0	0	0	0	0	1142031:1248360:1247005:1141229	52.22	0	1	4778625	4778625	0	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02223-0	150x	1	4778480	4778480	4778480	4778480	1	4778480	4778480	1	4778480	4778480	4778480	4778480	1	4778480	4778480	0	0	0	0	0	0	0	0	1141289:1246919:1248299:1141973	52.22	0	1	4778480	4778480	0	1	2	2	1	4778480	0	0	0	1	0	1	1	150	>30
24-SA02223-0	200x	1	4778481	4778481	4778481	4778481	1	4778481	4778481	1	4778481	4778481	4778481	4778481	1	4778481	4778481	0	0	0	0	0	0	0	0	1142014:1248289:1246929:1141249	52.22	0	1	4778481	4778481	0	1	2	2	1	4778481	0	0	0	1	0	1	1	200	>30
24-SA02223-0	20x	1	4778829	4778829	4778829	4778829	1	4778829	4778829	1	4778829	4778829	4778829	4778829	1	4778829	4778829	0	0	0	0	0	0	0	0	1142587:1248178:1246809:1141255	52.21	0	1	4778829	4778829	0	1	2	2	1	4778829	0	0	0	1	0	1	1	20	20
24-SA02223-0	30x	3	4781673	1593891	4778483	4775296.19	1	4778483	1595	3	4781673	1593891	4778483	4775296.19	1	4778483	1595	0	0	0	0	0	0	0	0	1142099:1247679:1249030:1142865	52.21	0	3	4781673	1593891	0	3	2	0.67	1	4778483	4	2	3190	3	0	1	1	30	30
24-SA02223-0	40x	1	4778482	4778482	4778482	4778482	1	4778482	4778482	1	4778482	4778482	4778482	4778482	1	4778482	4778482	0	0	0	0	0	0	0	0	1142014:1248289:1246930:1141249	52.22	0	1	4778482	4778482	0	1	2	2	1	4778482	0	0	0	1	0	1	1	40	>30
24-SA02223-0	50x	1	4778483	4778483	4778483	4778483	1	4778483	4778483	1	4778483	4778483	4778483	4778483	1	4778483	4778483	0	0	0	0	0	0	0	0	1142017:1248288:1246929:1141249	52.22	0	1	4778483	4778483	0	1	2	2	1	4778483	0	0	0	1	0	1	1	50	>30
24-SA02223-0	60x	3	4781656	1593885.33	4778480	4775307.16	1	4778480	1588	3	4781656	1593885.33	4778480	4775307.16	1	4778480	1588	0	0	0	0	0	0	0	0	1142819:1249043:1247661:1142133	52.21	0	3	4781656	1593885.33	0	3	2	0.67	1	4778480	4	2	3176	3	0	1	1	60	>30
24-SA02223-0	70x	3	4781658	1593886	4778482	4775309.16	1	4778482	1588	3	4781658	1593886	4778482	4775309.16	1	4778482	1588	0	0	0	0	0	0	0	0	1142861:1249030:1247672:1142095	52.21	0	3	4781658	1593886	0	3	2	0.67	1	4778482	4	2	3176	3	0	1	1	70	>30
24-SA02223-0	80x	3	4781657	1593885.67	4778481	4775308.16	1	4778481	1588	3	4781657	1593885.67	4778481	4775308.16	1	4778481	1588	0	0	0	0	0	0	0	0	1142821:1249040:1247661:1142135	52.21	0	3	4781657	1593885.67	0	3	2	0.67	1	4778481	4	2	3176	3	0	1	1	80	>30
24-SA02223-0	90x	1	4778482	4778482	4778482	4778482	1	4778482	4778482	1	4778482	4778482	4778482	4778482	1	4778482	4778482	0	0	0	0	0	0	0	0	1142016:1248288:1246929:1141249	52.22	0	1	4778482	4778482	0	1	2	2	1	4778482	0	0	0	1	0	1	1	90	>30
24-SA02251-0	100x	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	0	0	0	0	0	0	0	0	1176916:1279676:1280800:1172375	52.15	0	2	4909767	2454883.5	0	2	3	1.5	2	4698167	0	0	0	2	0	2	2	100	>30
24-SA02251-0	10x	7	5003032	714718.86	1193262	1245238.17	2	1745576	7537	11	5003032	454821.09	1161876	1187184.61	2	1714190	7537	0	0	0	0	0	0	0	0	1201736:1301256:1304034:1196006	52.07	0	7	4877488	696784	0	7	6	0.86	2	4658350	6	1	7537	3	0	1	1	10	10
24-SA02251-0	150x	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	0	0	0	0	0	0	0	0	1172375:1280800:1279676:1176916	52.15	0	2	4909767	2454883.5	0	2	3	1.5	2	4698167	0	0	0	2	0	2	2	150	>30
24-SA02251-0	200x	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	2	4909767	2454883.5	4698167	4504805.98	1	4698167	211600	0	0	0	0	0	0	0	0	1172375:1280800:1279676:1176916	52.15	0	2	4909767	2454883.5	0	2	3	1.5	2	4698167	0	0	0	2	0	2	2	200	>30
24-SA02251-0	20x	2	4909778	2454889	4698175	4504811.45	1	4698175	211603	2	4909778	2454889	4698175	4504811.45	1	4698175	211603	0	0	0	0	0	0	0	0	1176923:1279675:1280803:1172377	52.15	0	2	4909778	2454889	0	2	3	1.5	2	4698175	0	0	0	2	0	2	2	20	20
24-SA02251-0	30x	6	5022607	837101.17	2842892	2347151.13	1	2842892	11363	10	5022607	502260.7	2781464	2233065.29	1	2781464	11363	0	0	0	0	0	0	0	0	1205228:1307158:1308089:1202132	52.07	0	6	4899751	816625.17	0	6	6	1	2	4664065	4	2	24087	4	2	1	1	30	30
24-SA02251-0	40x	4	4994373	1248593.25	2841370	2357446.76	1	2841370	29615	8	4994373	624296.63	2782140	2246815.35	1	2782140	29615	0	0	0	0	0	0	0	0	1193630:1301778:1299126:1199839	52.08	0	4	4875913	1218978.25	0	4	5	1.25	2	4664313	0	0	0	2	2	1	1	40	>30
24-SA02251-0	50x	6	4924125	820687.5	4696804	4489087.45	1	4696804	1017	6	4924125	820687.5	4696804	4489087.45	1	4696804	1017	0	0	0	0	0	0	0	0	1175351:1284986:1283099:1180689	52.15	0	6	4924125	820687.5	0	6	3	0.5	2	4696804	8	4	15721	6	0	2	2	50	>30
24-SA02251-0	60x	2	4909768	2454884	4698168	4504806.97	1	4698168	211600	2	4909768	2454884	4698168	4504806.97	1	4698168	211600	0	0	0	0	0	0	0	0	1172375:1280800:1279676:1176917	52.15	0	2	4909768	2454884	0	2	3	1.5	2	4698168	0	0	0	2	0	2	2	60	>30
24-SA02251-0	70x	2	4909771	2454885.5	4698171	4504809.96	1	4698171	211600	2	4909771	2454885.5	4698171	4504809.96	1	4698171	211600	0	0	0	0	0	0	0	0	1171989:1281411:1279065:1177306	52.15	0	2	4909771	2454885.5	0	2	3	1.5	2	4698171	0	0	0	2	0	2	2	70	>30
24-SA02251-0	80x	2	4909425	2454712.5	4698168	4505092.16	1	4698168	211257	2	4909425	2454712.5	4698168	4505092.16	1	4698168	211257	0	0	0	0	0	0	0	0	1171920:1281309:1278981:1177215	52.15	0	2	4909425	2454712.5	0	2	3	1.5	2	4698168	0	0	0	2	0	2	2	80	>30
24-SA02251-0	90x	2	4909766	2454883	4698166	4504804.98	1	4698166	211600	2	4909766	2454883	4698166	4504804.98	1	4698166	211600	0	0	0	0	0	0	0	0	1172374:1280800:1279676:1176916	52.15	0	2	4909766	2454883	0	2	3	1.5	2	4698166	0	0	0	2	0	2	2	90	>30
24-SA02253-0	100x	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	0	0	0	0	0	0	0	0	1185122:1295284:1291303:1185495	52.18	0	2	4957204	2478602	0	2	3	1.5	2	4863373	0	0	0	2	0	2	2	100	>30
24-SA02253-0	10x	3	4964036	1654678.67	3253253	2660533.48	1	3253253	93834	3	4964036	1654678.67	3253253	2660533.48	1	3253253	93834	0	0	0	0	0	0	0	0	1186004:1281546:1306880:1189606	52.14	0	3	4964036	1654678.67	0	3	1	0.33	1	93834	4	2	4870202	3	0	1	1	10	10
24-SA02253-0	150x	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	0	0	0	0	0	0	0	0	1184917:1293088:1293498:1185701	52.18	0	2	4957204	2478602	0	2	3	1.5	2	4863373	0	0	0	2	0	2	2	150	>30
24-SA02253-0	20x	2	4957209	2478604.5	4863378	4773099.1	1	4863378	93831	2	4957209	2478604.5	4863378	4773099.1	1	4863378	93831	0	0	0	0	0	0	0	0	1185124:1295282:1291304:1185499	52.18	0	2	4957209	2478604.5	0	2	3	1.5	2	4863378	0	0	0	2	0	2	2	20	20
24-SA02253-0	30x	2	4957208	2478604	4863376	4773096.18	1	4863376	93832	2	4957208	2478604	4863376	4773096.18	1	4863376	93832	0	0	0	0	0	0	0	0	1184919:1293089:1293497:1185703	52.18	0	2	4957208	2478604	0	2	3	1.5	2	4863376	0	0	0	2	0	2	2	30	30
24-SA02253-0	40x	2	4957208	2478604	4863377	4773098.1	1	4863377	93831	2	4957208	2478604	4863377	4773098.1	1	4863377	93831	0	0	0	0	0	0	0	0	1185702:1293497:1293090:1184919	52.18	0	2	4957208	2478604	0	2	3	1.5	2	4863377	0	0	0	2	0	2	2	40	>30
24-SA02253-0	50x	2	4957206	2478603	4863375	4773096.1	1	4863375	93831	2	4957206	2478603	4863375	4773096.1	1	4863375	93831	0	0	0	0	0	0	0	0	1185497:1291303:1295284:1185122	52.18	0	2	4957206	2478603	0	2	3	1.5	2	4863375	0	0	0	2	0	2	2	50	>30
24-SA02253-0	60x	2	4956840	2478420	4863376	4773436.63	1	4863376	93464	2	4956840	2478420	4863376	4773436.63	1	4863376	93464	0	0	0	0	0	0	0	0	1184813:1292996:1293422:1185609	52.18	0	2	4956840	2478420	0	2	3	1.5	2	4863376	0	0	0	2	0	2	2	60	>30
24-SA02253-0	70x	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	2	4957204	2478602	4863373	4773094.11	1	4863373	93831	0	0	0	0	0	0	0	0	1185496:1291302:1295284:1185122	52.18	0	2	4957204	2478602	0	2	3	1.5	2	4863373	0	0	0	2	0	2	2	70	>30
24-SA02253-0	80x	2	4957205	2478602.5	4863374	4773095.11	1	4863374	93831	2	4957205	2478602.5	4863374	4773095.11	1	4863374	93831	0	0	0	0	0	0	0	0	1184917:1293089:1293498:1185701	52.18	0	2	4957205	2478602.5	0	2	3	1.5	2	4863374	0	0	0	2	0	2	2	80	>30
24-SA02253-0	90x	2	4957205	2478602.5	4863374	4773095.11	1	4863374	93831	2	4957205	2478602.5	4863374	4773095.11	1	4863374	93831	0	0	0	0	0	0	0	0	1184917:1293089:1293498:1185701	52.18	0	2	4957205	2478602.5	0	2	3	1.5	2	4863374	0	0	0	2	0	2	2	90	>30
24-SA02265-0	100x	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	0	0	0	0	0	0	0	0	1170899:1282036:1277454:1174845	52.18	0	2	4905234	2452617	0	2	3	1.5	2	4803354	0	0	0	2	0	2	2	100	>30
24-SA02265-0	10x	2	4905333	2452666.5	4803438	4705776.18	1	4803438	101895	2	4905333	2452666.5	4803438	4705776.18	1	4803438	101895	0	0	0	0	0	0	0	0	1173818:1278475:1281068:1171972	52.18	0	2	4905333	2452666.5	0	2	3	1.5	2	4803438	0	0	0	2	0	2	2	10	10
24-SA02265-0	150x	2	4905233	2452616.5	4803353	4705705.03	1	4803353	101880	2	4905233	2452616.5	4803353	4705705.03	1	4803353	101880	0	0	0	0	0	0	0	0	1174844:1277453:1282036:1170900	52.18	0	2	4905233	2452616.5	0	2	3	1.5	2	4803353	0	0	0	2	0	2	2	150	>30
24-SA02265-0	200x	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	0	0	0	0	0	0	0	0	1174846:1277454:1282035:1170899	52.18	0	2	4905234	2452617	0	2	3	1.5	2	4803354	0	0	0	2	0	2	2	200	>30
24-SA02265-0	20x	2	4905240	2452620	4803361	4705713.94	1	4803361	101879	2	4905240	2452620	4803361	4705713.94	1	4803361	101879	0	0	0	0	0	0	0	0	1170903:1282034:1277454:1174849	52.18	0	2	4905240	2452620	0	2	3	1.5	2	4803361	0	0	0	2	0	2	2	20	20
24-SA02265-0	30x	2	4904445	2452222.5	4803357	4706436.15	1	4803357	101088	2	4904445	2452222.5	4803357	4706436.15	1	4803357	101088	0	0	0	0	0	0	0	0	1174618:1277315:1281852:1170660	52.18	0	2	4904445	2452222.5	0	2	3	1.5	2	4803357	0	0	0	2	0	2	2	30	30
24-SA02265-0	40x	2	4905235	2452617.5	4803355	4705707.02	1	4803355	101880	2	4905235	2452617.5	4803355	4705707.02	1	4803355	101880	0	0	0	0	0	0	0	0	1173795:1278450:1281039:1171951	52.18	0	2	4905235	2452617.5	0	2	3	1.5	2	4803355	0	0	0	2	0	2	2	40	>30
24-SA02265-0	50x	2	4905233	2452616.5	4803353	4705705.03	1	4803353	101880	2	4905233	2452616.5	4803353	4705705.03	1	4803353	101880	0	0	0	0	0	0	0	0	1173793:1278451:1281039:1171950	52.18	0	2	4905233	2452616.5	0	2	3	1.5	2	4803353	0	0	0	2	0	2	2	50	>30
24-SA02265-0	60x	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	0	0	0	0	0	0	0	0	1174845:1277454:1282036:1170899	52.18	0	2	4905234	2452617	0	2	3	1.5	2	4803354	0	0	0	2	0	2	2	60	>30
24-SA02265-0	70x	2	4905236	2452618	4803356	4705708.02	1	4803356	101880	2	4905236	2452618	4803356	4705708.02	1	4803356	101880	0	0	0	0	0	0	0	0	1173794:1278451:1281040:1171951	52.18	0	2	4905236	2452618	0	2	3	1.5	2	4803356	0	0	0	2	0	2	2	70	>30
24-SA02265-0	80x	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	2	4905234	2452617	4803354	4705706.02	1	4803354	101880	0	0	0	0	0	0	0	0	1173793:1278451:1281040:1171950	52.18	0	2	4905234	2452617	0	2	3	1.5	2	4803354	0	0	0	2	0	2	2	80	>30
24-SA02265-0	90x	2	4905235	2452617.5	4803355	4705707.02	1	4803355	101880	2	4905235	2452617.5	4803355	4705707.02	1	4803355	101880	0	0	0	0	0	0	0	0	1171950:1281039:1278451:1173795	52.18	0	2	4905235	2452617.5	0	2	3	1.5	2	4803355	0	0	0	2	0	2	2	90	>30
24-SA02273-0	100x	1	4773906	4773906	4773906	4773906	1	4773906	4773906	1	4773906	4773906	4773906	4773906	1	4773906	4773906	0	0	0	0	0	0	0	0	1139943:1246280:1246604:1141079	52.22	0	1	4773906	4773906	0	1	2	2	1	4773906	0	0	0	1	0	1	1	100	>30
24-SA02273-0	10x	5	4773593	954718.6	2946832	2291666.69	1	2946832	1711	5	4773593	954718.6	2946832	2291666.69	1	2946832	1711	0	0	0	0	0	0	0	0	1139789:1235499:1256007:1142298	52.19	0	5	4773593	954718.6	0	5	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02273-0	150x	1	4773901	4773901	4773901	4773901	1	4773901	4773901	1	4773901	4773901	4773901	4773901	1	4773901	4773901	0	0	0	0	0	0	0	0	1139941:1246280:1246602:1141078	52.22	0	1	4773901	4773901	0	1	2	2	1	4773901	0	0	0	1	0	1	1	150	>30
24-SA02273-0	200x	1	4773903	4773903	4773903	4773903	1	4773903	4773903	1	4773903	4773903	4773903	4773903	1	4773903	4773903	0	0	0	0	0	0	0	0	1141078:1246602:1246281:1139942	52.22	0	1	4773903	4773903	0	1	2	2	1	4773903	0	0	0	1	0	1	1	200	>30
24-SA02273-0	20x	1	4773909	4773909	4773909	4773909	1	4773909	4773909	1	4773909	4773909	4773909	4773909	1	4773909	4773909	0	0	0	0	0	0	0	0	1139944:1246282:1246601:1141082	52.22	0	1	4773909	4773909	0	1	2	2	1	4773909	0	0	0	1	0	1	1	20	20
24-SA02273-0	30x	1	4773905	4773905	4773905	4773905	1	4773905	4773905	1	4773905	4773905	4773905	4773905	1	4773905	4773905	0	0	0	0	0	0	0	0	1141078:1246602:1246281:1139944	52.22	0	1	4773905	4773905	0	1	2	2	1	4773905	0	0	0	1	0	1	1	30	30
24-SA02273-0	40x	1	4773905	4773905	4773905	4773905	1	4773905	4773905	1	4773905	4773905	4773905	4773905	1	4773905	4773905	0	0	0	0	0	0	0	0	1139943:1246281:1246603:1141078	52.22	0	1	4773905	4773905	0	1	2	2	1	4773905	0	0	0	1	0	1	1	40	>30
24-SA02273-0	50x	1	4773905	4773905	4773905	4773905	1	4773905	4773905	1	4773905	4773905	4773905	4773905	1	4773905	4773905	0	0	0	0	0	0	0	0	1139942:1246281:1246603:1141079	52.22	0	1	4773905	4773905	0	1	2	2	1	4773905	0	0	0	1	0	1	1	50	>30
24-SA02273-0	60x	1	4773905	4773905	4773905	4773905	1	4773905	4773905	1	4773905	4773905	4773905	4773905	1	4773905	4773905	0	0	0	0	0	0	0	0	1139942:1246281:1246603:1141079	52.22	0	1	4773905	4773905	0	1	2	2	1	4773905	0	0	0	1	0	1	1	60	>30
24-SA02273-0	70x	1	4773903	4773903	4773903	4773903	1	4773903	4773903	1	4773903	4773903	4773903	4773903	1	4773903	4773903	0	0	0	0	0	0	0	0	1139942:1246280:1246603:1141078	52.22	0	1	4773903	4773903	0	1	2	2	1	4773903	0	0	0	1	0	1	1	70	>30
24-SA02273-0	80x	1	4773902	4773902	4773902	4773902	1	4773902	4773902	1	4773902	4773902	4773902	4773902	1	4773902	4773902	0	0	0	0	0	0	0	0	1141078:1246602:1246280:1139942	52.22	0	1	4773902	4773902	0	1	2	2	1	4773902	0	0	0	1	0	1	1	80	>30
24-SA02273-0	90x	1	4773902	4773902	4773902	4773902	1	4773902	4773902	1	4773902	4773902	4773902	4773902	1	4773902	4773902	0	0	0	0	0	0	0	0	1139942:1246280:1246602:1141078	52.22	0	1	4773902	4773902	0	1	2	2	1	4773902	0	0	0	1	0	1	1	90	>30
24-SA02287-0	100x	4	4798709	1199677.25	4775200	4751855.94	1	4775200	3164	4	4798709	1199677.25	4775200	4751855.94	1	4775200	3164	0	0	0	0	0	0	0	0	1144394:1253700:1251367:1149248	52.2	0	4	4798709	1199677.25	0	4	4	1	3	4775200	2	1	13480	4	0	3	3	100	>30
24-SA02287-0	10x	7	4821419	688774.14	3628250	3002903.81	1	3628250	3388	7	4821419	688774.14	3628250	3002903.81	1	3628250	3388	0	0	0	0	0	0	0	0	1155106:1276855:1242925:1146533	52.26	0	7	4821419	688774.14	0	7	6	0.86	3	9487	6	3	4801449	6	0	4	4	10	10
24-SA02287-0	150x	3	4785821	1595273.67	4775201	4764618.27	1	4775201	3164	3	4785821	1595273.67	4775201	4764618.27	1	4775201	3164	0	0	0	0	0	0	0	0	1141353:1250537:1249563:1144368	52.24	0	3	4785821	1595273.67	0	3	4	1.33	3	4775201	0	0	0	3	0	3	3	150	>30
24-SA02287-0	200x	4	4796199	1199049.75	4775199	4754328.21	1	4775199	3398	4	4796199	1199049.75	4775199	4754328.21	1	4775199	3398	0	0	0	0	0	0	0	0	1143313:1253472:1251184:1148230	52.22	0	4	4796199	1199049.75	0	4	5	1.25	4	4775199	0	0	0	4	0	4	4	200	>30
24-SA02287-0	20x	6	4790652	798442	4775205	4759819.22	1	4775205	1216	6	4790652	798442	4775205	4759819.22	1	4775205	1216	0	0	0	0	0	0	0	0	1141918:1252296:1250606:1145832	52.25	0	6	4790652	798442	0	6	7	1.17	4	4775205	4	2	3796	6	0	4	4	20	20
24-SA02287-0	30x	4	4788958	1197239.5	4775201	4761498.35	1	4775201	3164	4	4788958	1197239.5	4775201	4761498.35	1	4775201	3164	0	0	0	0	0	0	0	0	1141559:1251780:1250222:1145397	52.25	0	4	4788958	1197239.5	0	4	6	1.5	4	4775201	0	0	0	4	0	4	4	30	30
24-SA02287-0	40x	7	4793979	684854.14	4775201	4756526.04	1	4775201	631	7	4793979	684854.14	4775201	4756526.04	1	4775201	631	0	0	0	0	0	0	0	0	1143126:1252785:1250653:1147415	52.22	0	7	4793979	684854.14	0	7	13	1.86	4	4775201	0	0	0	4	0	4	4	40	>30
24-SA02287-0	50x	6	4794208	799034.67	4775204	4756297.49	1	4775204	808	6	4794208	799034.67	4775204	4756297.49	1	4775204	808	0	0	0	0	0	0	0	0	1146289:1251771:1252514:1143634	52.24	0	6	4794208	799034.67	0	6	6	1	4	4775204	4	2	2567	6	0	4	4	50	>30
24-SA02287-0	60x	4	4800053	1200013.25	4775201	4750535.57	1	4775201	3164	4	4800053	1200013.25	4775201	4750535.57	1	4775201	3164	0	0	0	0	0	0	0	0	1149354:1251544:1254108:1145047	52.2	0	4	4800053	1200013.25	0	4	5	1.25	4	4775201	0	0	0	4	0	4	4	60	>30
24-SA02287-0	70x	4	4795721	1198930.25	4775199	4754798.91	1	4775199	3728	4	4795721	1198930.25	4775199	4754798.91	1	4775199	3728	0	0	0	0	0	0	0	0	1143577:1253451:1251971:1146722	52.24	0	4	4795721	1198930.25	0	4	4	1	3	4775199	2	1	10466	4	0	3	3	70	>30
24-SA02287-0	80x	4	4789010	1197252.5	4775200	4761444.11	1	4775200	3164	4	4789010	1197252.5	4775200	4761444.11	1	4775200	3164	0	0	0	0	0	0	0	0	1145865:1249886:1251731:1141528	52.24	0	4	4789010	1197252.5	0	4	3	0.75	2	4775200	4	2	10646	4	0	2	2	80	>30
24-SA02287-0	90x	4	4792177	1198044.25	4775201	4758307.2	1	4775201	3164	4	4792177	1198044.25	4775201	4758307.2	1	4775201	3164	0	0	0	0	0	0	0	0	1146062:1250373:1253306:1142436	52.25	0	4	4792177	1198044.25	0	4	3	0.75	2	4775201	4	2	13812	4	0	2	2	90	>30
24-SA02288-0	100x	1	4721926	4721926	4721926	4721926	1	4721926	4721926	1	4721926	4721926	4721926	4721926	1	4721926	4721926	0	0	0	0	0	0	0	0	1126547:1234758:1233456:1127165	52.27	0	1	4721926	4721926	0	1	2	2	1	4721926	0	0	0	1	0	1	1	100	>30
24-SA02288-0	10x	3	4768670	1589556.67	3836261	3251345.24	1	3836261	46085	3	4768670	1589556.67	3836261	3251345.24	1	3836261	46085	0	0	0	0	0	0	0	0	1132777:1224362:1268403:1143128	52.27	0	3	4768670	1589556.67	0	3	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	10	10
24-SA02288-0	150x	1	4721925	4721925	4721925	4721925	1	4721925	4721925	1	4721925	4721925	4721925	4721925	1	4721925	4721925	0	0	0	0	0	0	0	0	1126546:1234758:1233456:1127165	52.27	0	1	4721925	4721925	0	1	2	2	1	4721925	0	0	0	1	0	1	1	150	>30
24-SA02288-0	200x	1	4721927	4721927	4721927	4721927	1	4721927	4721927	1	4721927	4721927	4721927	4721927	1	4721927	4721927	0	0	0	0	0	0	0	0	1127165:1233457:1234758:1126547	52.27	0	1	4721927	4721927	0	1	2	2	1	4721927	0	0	0	1	0	1	1	200	>30
24-SA02288-0	20x	5	4731070	946214	4721927	4712806.84	1	4721927	666	5	4731070	946214	4721927	4712806.84	1	4721927	666	0	0	0	0	0	0	0	0	1128865:1237019:1235765:1129421	52.27	0	5	4731070	946214	0	5	2	0.4	1	4721927	8	4	9143	5	0	1	1	20	20
24-SA02288-0	30x	1	4721928	4721928	4721928	4721928	1	4721928	4721928	1	4721928	4721928	4721928	4721928	1	4721928	4721928	0	0	0	0	0	0	0	0	1126578:1234751:1233463:1127136	52.27	0	1	4721928	4721928	0	1	2	2	1	4721928	0	0	0	1	0	1	1	30	30
24-SA02288-0	40x	1	4721927	4721927	4721927	4721927	1	4721927	4721927	1	4721927	4721927	4721927	4721927	1	4721927	4721927	0	0	0	0	0	0	0	0	1127166:1233457:1234758:1126546	52.27	0	1	4721927	4721927	0	1	2	2	1	4721927	0	0	0	1	0	1	1	40	>30
24-SA02288-0	50x	1	4721926	4721926	4721926	4721926	1	4721926	4721926	1	4721926	4721926	4721926	4721926	1	4721926	4721926	0	0	0	0	0	0	0	0	1126546:1234758:1233457:1127165	52.27	0	1	4721926	4721926	0	1	2	2	1	4721926	0	0	0	1	0	1	1	50	>30
24-SA02288-0	60x	1	4721927	4721927	4721927	4721927	1	4721927	4721927	1	4721927	4721927	4721927	4721927	1	4721927	4721927	0	0	0	0	0	0	0	0	1127133:1233464:1234752:1126578	52.27	0	1	4721927	4721927	0	1	2	2	1	4721927	0	0	0	1	0	1	1	60	>30
24-SA02288-0	70x	1	4721926	4721926	4721926	4721926	1	4721926	4721926	1	4721926	4721926	4721926	4721926	1	4721926	4721926	0	0	0	0	0	0	0	0	1126578:1234751:1233462:1127135	52.27	0	1	4721926	4721926	0	1	2	2	1	4721926	0	0	0	1	0	1	1	70	>30
24-SA02288-0	80x	1	4721926	4721926	4721926	4721926	1	4721926	4721926	1	4721926	4721926	4721926	4721926	1	4721926	4721926	0	0	0	0	0	0	0	0	1127165:1233457:1234758:1126546	52.27	0	1	4721926	4721926	0	1	2	2	1	4721926	0	0	0	1	0	1	1	80	>30
24-SA02288-0	90x	3	4727395	1575798.33	4721927	4716468.49	1	4721927	2734	3	4727395	1575798.33	4721927	4716468.49	1	4721927	2734	0	0	0	0	0	0	0	0	1128584:1234746:1236034:1128031	52.27	0	3	4727395	1575798.33	0	3	2	0.67	1	4721927	4	2	5468	3	0	1	1	90	>30
24-SA02310-0	100x	5	5194399	1038879.8	4978887	4776287.11	1	4978887	5310	5	5194399	1038879.8	4978887	4776287.11	1	4978887	5310	0	0	0	0	0	0	0	0	1243245:1353854:1355729:1241571	52.16	0	5	5194399	1038879.8	0	5	7	1.4	4	4978887	2	1	7675	5	0	4	4	100	>30
